A4E2	手提電動研磨機製造
A4E2	手提氣動打釘機製造
A4E2	手提電動拋光機製造
A4E2	手提氣動研磨機製造
A4E2	手提電動磨輪機製造
A4E2	手提氣動鉚釘機製造
A4E2	手提氣動拋光機製造
A4E2	手提氣動套筒扳手製造
A475	工業用爐製造
A475	工業用電扇製造
A475	工業用冷凍空調設備製造
A4D3	太陽能熱水器（系統）製造
A55D	包裝機及打包機製造
A6DB	自動販賣機製造
A854	汽車冷氣系統製造
A9E2	抽風機製造
AA6F	油槍製造
AB44	非家用飲水設備製造
AB44	非電動熔接及焊接設備製造
AD70	計數秤製造
AEF0	氣體產生器製造
AEF8	消防設備製造
B160	常用天平製造
B247	液體過濾或淨化設備製造
B4B2	散熱器製造
B7C0	滅火器製造
B7C6	滑油槍製造
BB5D	蒸氣清潔機製造
BB5D	蒸餾或精餾設備製造
BC51	噴槍製造
BC51	噴砂機製造
BC51	噴漆機製造
BCD0	標籤機製造
BCF6	熱交換器製造
BD53	磅秤或地磅製造
A564	卡車製造
A6B2	曳引車製造
A854	汽車引擎製造
ABC8	客車製造
ABC8	客貨兩用車製造
AF53	特種車輛製造
B0AA	高爾夫球車製造
B1BD	掃街車製造
B366	貨車製造
B656	越野車製造
B8CB	裝有引擎之車身底盤製造
B942	運鈔車製造
B971	電動汽車製造
B977	預拌混凝土車製造
A562	半拖車製造
A8AE	車體製造
A9EC	拖車製造
B366	貨櫃製造
A854	汽車車軸製造
A854	汽車齒輪製造
A854	汽車車架製造
A854	汽車車門製造
A854	汽車輪圈製造
A854	汽車燈座製造
A854	汽車座椅製造
A854	汽車踏板製造
A854	汽車水箱製造
A854	汽車雨刷製造
A854	汽車發電機製造
A854	汽車離合器製造
A854	汽車齒輪箱製造
A854	汽車安全帶製造
A854	汽車輪圈蓋製造
A854	汽車保險桿製造
A854	汽車排氣管製造
A854	汽車濾清器製造
A854	汽車散熱器製造
A854	汽車火星塞製造
A854	汽車差速器製造
A854	汽車後照鏡製造
A854	汽車方向盤製造
A854	汽車煞車器製造
A854	汽車化油器製造
A854	汽車消音器製造
A854	汽車懸置系統製造
A854	汽車電力系統製造
A854	汽車制動系統製造
A854	汽車安全氣囊製造
A854	汽車潤滑系統製造
A854	汽車轉向系統製造
A854	汽車萬能聯桿製造
A854	汽車傳動系統製造
A854	汽車懸吊避震器製造
A854	汽車變速齒輪系統製造
A46A	大平底船製造
A470	小艇製造
A470	小帆船製造
A475	工廠船製造
A475	工作船製造
A4F4	水翼船製造
A4F4	水上摩托車製造
A4F4	水域輸氣系統設備製造
A4F4	水域輸油系統設備製造
A552	充氣船製造
A5BC	未具船型載具製造
A645	划艇製造
A645	划槳船製造
A67C	帆船製造
A9EC	拖船製造
AA6F	油輪製造
ABC8	客船製造
ACE3	研究船製造
AD51	舢板製造
AD78	軍警用艦艇製造
AEF0	氣墊船製造
AF42	浮筒製造
AF42	浮舟製造
AF42	浮橋製造
AF42	浮塢製造
AF42	浮式碼頭製造
AF42	浮式船塢製造
AF42	浮式儲槽製造
AF42	浮標製造（釣具用除外）
B05F	起重船製造
B0D3	商船製造
B1CF	救生艇製造
B2EE	船用舵機製造
B2EE	船用甲板機械製造
B2EE	船用舷窗及水密門製造
B366	貨輪製造
B4E7	渡船製造
B943	遊艇製造
B971	電動船製造
BAAE	漁船製造
BBE9	駁船製造
BCE7	潛水箱製造
BF57	獨木舟製造
C670	鑽油井平台製造
A447	二輪機車製造
A454	三輪機車製造
B971	電動機車製造
BEF7	機車引擎製造
C3E4	邊車製造
BEF7	機車後照鏡製造
BEF7	機車電力系統製造
BEF7	機車曲軸製造
BEF7	機車汽缸製造
BEF7	機車輪圈製造
BEF7	機車排氣管製造
BEF7	機車煞車器製造
BEF7	機車離合器製造
BEF7	機車齒輪箱製造
BEF7	機車啟動馬達製造
BEF7	機車制動系統製造
A6DB	自行車製造
B656	越野自行車製造
B971	電動自行車製造
C476	競賽用自行車製造
A6DB	自行車電力系統製造
A6DB	自行車輪圈製造
A6DB	自行車飛輪製造
A6DB	自行車鏈條製造
A6DB	自行車前叉製造
A6DB	自行車花鼓製造
A6DB	自行車踏板製造
A6DB	自行車車架製造
A6DB	自行車座墊製造
A6DB	自行車擋泥板製造
A6DB	自行車變速器製造
A6DB	自行車剎車器製造
A6DB	自行車曲柄齒盤製造
A6DB	自行車座管及手把管製造
A6DB	自行車石棉剎車來令製造
A448	人力車製造
A454	三輪車製造
A4E2	手推車製造
A6E6	行李推車製造
A954	固定翼飛機製造
AD78	軍用戰鬥車輛製造
AD79	軌道電力機車製造
AD79	軌道蒸汽機車製造
AD79	軌道車輛車輪製造
AD79	軌道車輛車架製造
AD79	軌道柴電機車製造
AD79	軌道車輛配件組合
AD79	軌道車輛車軸製造
AD79	軌道車輛緩衝器製造
AD79	軌道車輛轉向架製造
AD79	軌道車輛聯結器製造
AD79	軌道車輛氣軔裝置製造
ADB8	飛行模擬器製造
ADB8	飛艇製造
ADB8	飛船製造
AF62	畜力車製造
AFE8	航空熱氣球製造
AFE8	航空螺旋槳製造
AFE8	航空活塞式發動機製造
AFE8	航空渦輪式發動機製造
B05F	起落架製造
B1DB	旋翼飛機製造
B7C6	滑翔機製造
B7C6	滑翔翼製造
B971	電動代步車製造
BDC3	衛星製造
BDFC	輪椅製造
BED4	戰車模擬器製造
C0A6	嬰兒車製造
C1CA	購物車製造
C471	礦車製造
C66C	纜車製造
A4EC	木椅製造
A4EC	木床製造
A4EC	木台製造
A4EC	木凳製造
A4EC	木桌製造
A4EC	木櫥製造
A4EC	木几製造
A4EC	木櫃製造
A4EC	木衣箱製造
A4EC	木書架製造
A4EC	木置物架製造
A4EC	木掛衣架製造
A4EC	木行軍床架製造
A4EC	木雕花桌面製造
A4EC	木、竹、藤材製家具表面塗裝
A6B1	曲木家具製造
A6CB	竹床製造
A6CB	竹椅製造
A6CB	竹凳製造
BC68	層竹家具製造
C3C3	藤床製造
C3C3	藤椅製造
C3C3	藤搖籃製造
C3C3	藤屏風製造
AB44	非金屬家具表面塗裝（木、竹、藤材製家具除外）
ACC1	玻璃纖維強化塑膠家具製造
AFC8	紙纖家具製造
B6EC	塑膠家具製造
AAF7	金屬椅製造
AAF7	金屬架製造
AAF7	金屬櫃製造
AAF7	金屬桌製造
AAF7	金屬床製造
AAF7	金屬台製造
AAF7	金屬防震桌製造
AAF7	金屬家具表面塗裝
AAF7	金屬廚台、流理台製造
BC75	彈簧床墊製造
C05C	餐廳用食品推車製造
A642	冰上曲棍球製造
A6B1	曲棍球桿及球製造
A6D0	羽毛球拍及球製造
A6E8	西洋劍製造
A846	沙包製造
A8AC	足球及網製造
AABD	直排輪製造
AB4F	保齡球及球瓶製造
ADB8	飛鏢靶製造
AE67	射擊靶製造
AEE0	桌球拍、球、桌及網製造
B0A8	馬球製造
B0AA	高爾夫球、桿製造
B0B7	健身器材製造
B0D7	啞鈴製造
B1C6	排球及網製造
B3A8	釣具製造
B4CE	棒球及壘球製造
B56E	登山用品製造
B5EC	蛙鞋製造
B65D	跑步機製造
B7C6	滑雪板製造
B7C6	滑水板及浮板製造
B7C8	溜冰鞋製造
B942	運動帽製造
B942	運動手套製造
B942	運動訓練機製造
B95D	鉛球製造
BAF4	網球拍、球及網製造
BCB2	撞球桿、桌及球製造
BCD0	標槍製造
BCE7	潛水器材製造
BD62	箭及箭靶製造
BDC4	衝浪板製造
BEF1	橄欖球製造
C17C	舉重床製造
C3EC	鏈球製造
C478	籃球及網製造
C54B	鐵餅製造
C5E9	體操器材製造
A6E8	西洋棋製造
A76A	吹氣玩具製造
A7E8	扯鈴製造
A7EB	投幣式電動遊戲機製造
AAB1	玩偶製造
AAB1	玩具船製造
AAB1	玩具動物製造
AAB1	玩具飛機製造
AAB1	玩具車輛製造
AAB1	玩具樂器製造
AAB1	玩具氣球製造
AAB1	玩具武器製造
AAB1	玩偶衣服及其配件製造
AAFB	陀螺製造
AF71	益智玩具製造
AFC8	紙牌製造
B3C2	麻將牌製造
B3F2	圍棋製造
B3F2	圍棋盤製造
B550	牌九製造
B648	象棋製造
B6F1	填充玩偶製造
B7B7	毽子製造
B971	電子玩具製造
B971	電動玩具製造
B971	電子遊戲器（不可更換軟體）製造
BBBB	遙控玩具製造
BBEB	骰子製造
BCD2	模型玩具製造
C34D	騎乘玩具製造
C55D	魔術方塊製造
A470	小提琴製造
A5B4	打擊樂器製造
A64E	吉他製造
A977	定音器製造
A9B6	弦樂器製造
B3B3	陶笛製造
B860	節拍器製造
B971	電子樂器製造
BADE	管樂器製造
BCD6	樂譜架製造
BCD6	樂器用弦製造
BDD5	調音器製造
BFFB	鋼琴製造
C1E4	鍵盤樂器製造
C2AE	簧樂器製造
A4E5	文具盒製造
A4F2	毛筆製造
A64C	印臺製造
ACB4	炭筆製造
ACFC	美術用具製造
ADD7	修正液製造
ADEC	原子筆製造
AED1	書畫板製造
AFBB	粉筆製造
B16D	彩色筆製造
B3D2	勞作用品製造
B565	畫筆製造
B578	硯製造
B5A7	筆尖製造
B6C2	黑板製造
B95D	鉛筆製造
B95D	鉛筆芯製造
BAE2	算盤製造
BEA5	墨製造
BEF3	橡皮擦製造
BFFB	鋼筆製造
C3B1	簽字筆製造
C4FA	蠟筆製造
C54F	鐫筆製造
A475	工業用護目鏡製造
A4D3	太陽眼鏡製造
ADB7	風鏡製造
B2B4	眼鏡框製造
B2B4	眼鏡片製造
B871	義眼製造
BCE7	潛水眼鏡製造
C142	矯正用眼鏡製造
C1F4	隱形眼鏡製造
A448	人工關節製造
A448	人工組織製造
A448	人工器官製造
A4E2	手術台製造
A4FA	牙科用椅製造
A4FA	牙科器材製造
A4FA	牙科用黏固粉製造
A57E	外科器材製造
A6E5	血壓計製造
A755	助行器製造
AA60	注射針製造
AA60	注射器製造
AF66	病床製造
B077	針灸針製造
B0B2	假牙製造
B3C2	麻醉器製造
B4A1	插管製造
B4D3	植牙植體製造
B871	義肢製造
BEA6	齒模製造
BEC9	導尿管製造
BEE1	擔架製造
BFE9	輸血設備製造
C1D7	避孕器材製造
C2E5	醫療用黏性膠帶製造
C2E5	醫學及實驗室用消毒器製造
C2E5	醫學及實驗室用超音波洗滌機製造
C37E	獸醫器材製造
C5A5	聽診器製造
C5E9	體溫計製造
A448	人造珠寶製造
AAF7	金屬錶帶製造
AAF7	金屬飾物製造
AF5D	珠寶製品製造
B651	貴金屬製品製造
B651	貴金屬刀具製造
BFFA	錢幣鑄造
A9D4	拉鍊製造
B673	鈕扣製造
A448	人造花製造
A448	人造毛髮製造
A448	人體模型製造
A448	人造木炭製造
A448	人造聖誕樹製造
A4F2	毛髮製品製造
A4FB	牛角製飾物製造
A4FB	牛角製小件什物製造
A5B4	打火機製造
A5D2	甲殼製飾物製造
A5D2	甲殼製小件什物製造
A64C	印章製造
A661	地球儀製造
A677	安全帽製造
A677	安全帶製造
A6D0	羽毛製品製造
A8A9	貝殼製飾物製造
A8A9	貝殼製小件什物製造
A8BE	防火衣製造
A8BE	防毒面具製造
A8EA	刷子製造
AA47	果核製飾物製造
AA47	果核製小件什物製造
AB4F	保溫容器製造
ADBB	香包製造
AE63	宮燈製造
AEB0	扇子製造
AEDE	梳子製造
AFC8	紙傘製造
B0A9	骨製飾物製造
B0A9	骨製小件什物製造
B0CA	動植物標本製造
B1BD	掃帚製造
B2BD	祭祀用香製造
B3CA	傘製造
B4C3	棺柩製造
B5F4	裁縫粉土製造
B648	象牙飾物製造
BDC6	複合材質手杖（非醫療用）製造
C471	礦物標本製造
C4FA	蠟製模型製造
C540	護具製造
A475	工業製程控制設備維修
A475	工業用冷凍空調設備維修
A4C6	化工機械設備維修
A4C6	化學製品專用儲存袋修補
A4EC	木工機械設備維修
A55D	包裝機械維修
A5D6	皮革生產用機械設備維修
A5FA	光學設備維修
A64C	印刷機械設備維修
A6A8	成衣生產用機械設備維修
A6DB	自動販賣機維修
A74D	冶金機械維修
A7EB	投幣式電玩設備維修
A8C6	事務機械設備維修
AA4C	林用機械設備維修
AAF7	金屬貯槽維修
AAF7	金屬壓力容器維修
AAF7	金屬切削工具機維修
AAF7	金屬加工用機械設備維修
AB4F	保齡球道安裝
ABD7	度量衡儀器維修
AC79	流體傳動設備維修
ACA6	泵、壓縮機、活栓及活閥維修
AD79	軌道車輛維修
ADB9	食品製作用機械設備維修
ADEC	原動機維修
AFBC	紡織生產用機械設備維修
AFC8	紙漿生產用機械設備維修
AFC8	紙張製品生產用機械設備維修
AFE8	航空器維修
B074	配電機械維修
B0CA	動力手工具維修
B1C4	採礦用機械設備維修
B2EE	船舶維修
B56F	發電機械維修
B5D2	菸草製作用機械設備維修
B6BC	飲料製作用機械設備維修
B6EC	塑膠加工用機械設備維修
B941	農用機械設備維修
B971	電子醫學設備維修
B971	電子及半導體生產用機械設備維修
BAAE	漁網修補
BB73	製鞋機械設備維修
BC74	廠房之產業用機械安裝
BCD2	模具維修
BEC9	導航設備維修
BEF3	橡膠加工用機械設備維修
BEF7	機械設備拆除服務
BEF7	機械傳動設備維修
BEF7	機械式立體停車裝置維修
BFE7	輻射設備維修
BFE9	輸電機械維修
BFE9	輸送機械設備維修
C0E7	營造用機械設備維修
C1E7	鍋爐維修
A4D3	太陽能發電
ADB7	風力發電
B074	配電
B56F	發電
BFE9	輸電
AEF0	氣體燃料之分裝及供應
A642	冰水供應
A74E	冷暖氣供應
B7C5	溫泉供應
BB5D	蒸汽供應
BCF6	熱水供應
A4F4	水再生利用
A6DB	自來水供應
AEFC	海水淡化
A455	下水道維護清理
A455	下水道系統經營
A475	工業廢水清理
A4C6	化糞池清理
A4F4	水溝清理
A4F4	水肥處理
A4F4	水肥清除
A6C3	污水處理
A6C3	污水清除
A6C3	污水坑清理
A6C3	污水管道清潔服務
A6C3	污水處理設施經營
AC79	流動廁所清潔服務
AE61	家庭污水收集清運
B1C6	排水管維護清理
B4E5	游泳池廢水清理
BC6F	廢水處理
BC6F	廢水清除
BC6F	廢水坑清理
A440	一般事業廢棄物清除
A4BD	公共場所垃圾清除
ABD8	建築廢棄物清除
AE61	家庭垃圾清除
B54C	無害廢棄物轉運站之經營
B8EA	資源回收物清除
A6B3	有害事業廢棄物清除
A6B3	有害廢棄物轉運站之經營
B0EF	堆肥處理
B54C	無害廢棄物焚化
B54C	無害廢棄物處理
B54C	無害廢棄物掩埋
A6B3	有害廢棄物熱解
A6B3	有害廢棄物焚化
A6B3	有害廢棄物熔融
A6B3	有害廢棄物固化
A6B3	有害廢棄物處理
A6B3	有害廢棄物處理設備運作
AED6	核廢料之處理及存放
A8AE	車殼粉碎
B651	貴金屬廢料回收處理
BC6F	廢鋼鐵處理
BC6F	廢塑膠粉碎
BC6F	廢輪胎粉碎
BC6F	廢五金處理
BC6F	廢車船拆解
BC6F	廢電子電器拆解
BC6F	廢乾電池回收處理
BC6F	廢照明光源回收處理
BC6F	廢資訊物品回收處理
BC6F	廢玻璃處理成碎玻璃砂
A6B3	有毒物質危害減少服務
A6C3	污染土地整治服務
A6C3	污染地下水整治服務
A6C3	污染水面消毒及清理
AA6F	油溢清理服務
AEFC	海灘清理服務
A475	工廠營建
A55B	加油站營建
A678	寺廟營建
A6ED	住宅及公寓營建
A8AE	車站營建
A9D0	房屋修繕
ABC7	室內運動場館營建
ABC7	室內娛樂場所營建
ADDC	倉庫營建
AEC8	旅館營建
AFC7	納骨塔營建
AFE8	航空站營建
B3D5	博物館營建
B549	焚化廠營建
B977	預鑄房屋營建
BC40	劇院營建
BC6F	廢棄物處理廠營建
BEC7	學校營建
BEF7	機械式停車塔營建
BFEC	辦公廳室營建
C0E7	營房營建
C2E5	醫院及療養院營建
C54B	鐵皮屋搭建
A4BD	公路保養及修護
A4BD	公路開闢及營建
A661	地下道營建
B1B6	捷運軌道營建
B1C6	排水箱涵營建
B8F4	路面舖設工程
B944	道路標示工程
BEF4	橋樑營建
C047	隧道營建
C54B	鐵路營建
A4D1	天然氣總管及長程、市區管線營建
A4F4	水庫營建
A4F4	水井鑽鑿工程
A661	地下管線工程
A6C3	污水處理廠營建
A6DB	自來水淨水場營建
A6DB	自來水總管及長程、市區管線營建
A6E6	行動通訊基地台營建
A9E2	抽水站營建
AAF8	長程、市區下水道土木工程
AAF8	長程、市區電力及電信線路工程
B4EB	渠道構建
B56F	發電廠營建
C4E9	灌溉系統營建
A4F4	水閘營建
A8BE	防洪堤營建
A8BE	防波堤營建
ABC7	室外網球場營建
ABC7	室外停車場營建
ABC7	室外運動場營建
B0AA	高爾夫球場營建
B24A	淤泥疏濬工程
B2EE	船塢營建
B3F7	堰壩營建
B4E4	港道營建
B6B0	集礦站營建
B7D2	煉油廠營建
B942	運河營建
B971	電力及電信傳送塔營建
BD58	碼頭營建
BF4F	燈塔營建
A467	土方工程
A5DB	石作工程
A9A5	岩石開鑿工程
ABCE	屋瓦舖設
ABD8	建築物拆除
ABD8	建築鋼架組立
B0F2	基礎工程
B163	帷幕牆工程
B7CF	煙囪營建及修理
B977	預拌混凝土工程
BED7	擋土支撐工程
BFFB	鋼構工程
C0E7	營建鑽探工程
C471	礦場非自辦準備作業（石油及天然氣除外）
A448	人造草皮設置
A6C0	池沼開鑿
A842	步道營建
AE78	庭園、景觀工程
B0B2	假山堆製
B3F2	圍籬營建
B6EC	塑像安置
BC51	噴泉營建
A4BD	公路號誌裝設工程
A4C9	升降機工程
A4D3	太陽能板安裝工程
A4F4	水電工程
A6DB	自動門裝修工程
AEF8	消防警報系統工程
B971	電動鐵捲門裝修工程
B971	電梯工程
B971	電扶梯工程
B971	電纜裝修工程
B971	電力線路裝修工程
B971	電話線路裝修工程
BACA	監視系統裝修工程
BEF7	機電設備維護工程
A74E	冷凍系統裝修工程
AAC5	空氣調節系統裝修工程
AEF8	消防水系統管線裝修工程
B371	通風系統裝修工程
B54C	無塵室空調系統裝修工程
B5B2	結構體內部各種配管、接管工程
B6BC	飲用水設備裝修工程
BC70	廚房管道裝修工程
BDC3	衛浴管道裝修工程
A640	共同天線工程
AE61	家用衛星接收器工程
C1D7	避雷針導線工程
A874	系統櫥櫃安裝
A8BE	防水工程
A9D0	房屋外部裝飾
AA6F	油漆粉刷工程
AAF9	門窗安裝工程
ABC7	室內地板安裝
ABC7	室內壁飾工程
ABC7	室內地毯鋪設
ABC7	室內裝潢工程
ABC7	室內壁紙張貼
ABC7	室內裝修工程
ABD8	建築物隔熱工程
ABD8	建築物隔音工程
B2A1	瓷磚黏貼工程
B5A1	窗簾安裝
A475	工作平台架設工程
A9D0	房屋遷移工程
AAFE	附操作員營造設備租賃
AC49	施工搭架吊裝工程
B05F	起重工程
BCD2	模板工程
C17B	臨時舞台架設
C64E	鷹架工程
B0D3	商品掮客
B0D3	商品經紀
BAEE	綜合商品批發
A5C9	玉米批發
A8A7	豆類批發
AAE1	花生批發
B0AA	高粱批發
B3C1	麥類批發
BAD8	種子批發
BB73	製油用子實批發
BD5C	穀類批發
BD5F	稻米批發
A4C1	切花批發
ACD6	盆栽批發
B4D3	植物批發
B6E9	園藝苗木批發
BAD8	種苗批發
A5AE	幼畜批發
A5AE	幼禽批發
AE61	家畜批發
B3BD	魚苗批發
BAD8	種禽批發
BAD8	種畜批發
C364	寵物批發
C65B	觀賞水生動物批發
A4D1	天然纖維原料批發
A5BC	未加工菸草批發
A5CD	生乳批發
A5CD	生皮批發
A5CD	生毛皮批發
AB43	青草批發
B3C2	麻批發
B4D6	棉花批發
C5FA	蠶繭批發
C646	靈芝批發
A4F4	水果批發
B2E6	脫水蔬果批發
BDAD	蔬菜批發
BE4D	醃漬蔬果批發
AE61	家禽活體批發
AF62	畜肉批發
B856	禽肉批發
A8A9	貝介類批發
B3BD	魚類批發
BDBC	蝦蟹類批發
C059	頭足類批發
C4A6	藻類批發
A74E	冷凍麵糰批發
A74E	冷凍點心批發
A74E	冷凍漢堡肉批發
A74E	冷凍調理蔬菜批發
A74E	冷凍火鍋用料批發
A74E	冷凍料理燒烤食品批發
A74E	冷凍裹麵油炸食品批發
A4FB	牛乳批發
A5A4	奶粉批發
A642	冰淇淋批發
A8C5	乳製品批發
AAE1	花生油批發
ADB9	食用油脂批發
ADB9	食用動物性油脂批發
B34A	蛋類批發
B3C2	麻油批發
B6C0	黃豆油批發
B8AA	葵花油批發
BEF1	橄欖油批發
C075	優酪乳批發
B073	酒類批發
B5D2	菸草製品批發
A854	汽水批發
A940	咖啡飲料批發
AA47	果汁批發
AFF9	茶飲料批發
C471	礦泉水批發
A569	可可批發
A6D7	肉桂批發
A8AF	辛料批發
A940	咖哩批發
A940	咖啡批發
AD4A	胡椒批發
ADBB	香料批發
AFF9	茶葉批發
A642	冰品批發
A8A7	豆腐批發
AB4F	保健食品批發
B0CA	動物飼料批發
BDD5	調味料（辛香料除外）批發
BF7C	糕餅批發
BF7D	糖果批發
C262	檳榔批發
C262	檳榔青批發
C4D1	麵粉批發
C4D1	麵食品批發
A448	人造纖維織品批發
A4F2	毛織品批發
A67C	帆布批發
AFBC	紡織紗批發
B3C2	麻織品批發
B4D6	棉織品批發
B5B7	絲織品批發
BAAE	漁網批發
A448	人造珠寶批發
A46B	女裝批發
A4BA	內衣批發
A4E2	手環批發
A4E2	手套批發
A4E2	手帕批發
A4E2	手提包批發
A5D6	皮帶批發
A5D6	皮包批發
A6D5	耳環批發
A7D9	戒指批發
A86B	男裝批發
A8EE	制服批發
AA41	服飾配件批發
AFDD	胸針批發
B0B2	假髮批發
B0CA	動物服裝批發
B0CA	動物飾品配件批發
B3F2	圍巾批發
B455	帽子批發
B4E5	游泳衣褲批發
B5A3	童裝批發
B6B5	項鍊批發
B879	腰帶批發
B942	運動服批發
BACE	睡衣批發
BBE2	領帶批發
BE76	髮飾批發
C059	頭巾批發
C0A6	嬰兒服批發
C4FB	襪子批發
A5D6	皮鞋批發
A5F0	休閒鞋批發
A9EC	拖鞋批發
B244	涼鞋批發
B942	運動鞋批發
BE63	鞋配件批發
A4BD	公事包批發
A4C6	化粧箱批發
A6E6	行李箱批發
A9D4	拉鍊批發
AB42	雨鞋批發
AB42	雨衣批發
AC76	洋傘批發
AD49	背包批發
AEC8	旅行袋批發
B077	針線批發
B673	鈕扣批發
C15F	縫紉用品批發
A569	可攜式多媒體播放器（PMP）批發
ADB5	音響批發
AE61	家電批發
AE61	家電材料批發
AE61	家庭照明器材批發
B5F8	視聽設備批發
B971	電視機批發
BFFD	錄放音機批發
BFFD	錄放影機批發
BFFD	錄放影音光碟機批發
AE61	家具（辦公室家具除外）批發
AE69	展示架批發
BC70	廚具批發（瓦斯爐、熱水器及排油煙機等除外）
A4F2	毛巾批發
A661	地毯批發
A6CA	百葉窗批發
AA45	枕頭批發
AE61	家飾品批發
AEE0	桌巾批發
AFF3	草蓆批發
B041	蚊帳批發
B351	被褥批發
B351	被套批發
B4C8	椅套批發
B5A1	窗簾批發
B9EC	寢具批發
BEC0	壁紙批發
C2B8	繡製軟匾批發
C2B8	繡製掛屏批發
C3C3	藤蓆批發
A9B3	底片批發
AE61	家用光學產品批發
AE61	家用攝影器材批發
B1E6	望遠鏡批發
B7D3	照相機批發
B7D3	照相器材批發
B2B4	眼鏡批發
B2B4	眼鏡零件批發
B971	電子錶批發
C4C1	鐘錶批發
C4C1	鐘錶零件批發
AAF7	金飾批發
AF5D	珠寶批發
B651	貴金屬製品批發
A4FA	牙粉批發
A4FA	牙膏批發
A568	去污劑批發
A658	合成洗滌劑批發
A6E7	衣物柔軟精批發
A74E	冷洗精批發
AB47	亮光劑批發
AC7E	洗衣粉批發
AC7E	洗碗精批發
AC7E	洗衣皂及皂絲批發
A440	一般爆竹煙火批發
A6E7	衣架批發
A74B	免洗餐具批發
A8EA	刷子批發
AAA4	炊具批發
AE61	家庭五金批發
AE61	家用器皿批發
AE61	家用濾水器批發
AE61	家用淨水器批發
AE61	家庭衛生用紙批發
AE61	家用瓦斯器具批發
AFC8	紙尿褲批發
AFC8	紙尿布批發
B1BD	掃帚批發
B1FE	殺蟲劑批發
B6EC	塑膠袋批發
C05C	餐具批發
C340	鞭炮批發
A448	人工水晶體批發
A4A4	中藥批發
A5CD	生藥材批發
A6E8	西藥批發
AA60	注射器批發
AFBD	紗布及繃帶批發
BEA6	齒科材料批發
C2E5	醫療耗材批發
A4C6	化粧品批發
A84E	沐浴乳批發
AC56	染髮劑批發
AC7E	洗髮精批發
AC7E	洗面皂批發
ADBB	香水批發
ADBB	香粉批發
ADBB	香皂批發
BCED	潤髮精批發
BEE3	整髮劑批發
A4E5	文具批發
AED1	書籍批發
B3F8	報紙批發
B650	賀卡批發
C2F8	雜誌批發
A6DB	自行車批發
A6DB	自行車零件批發
B3A8	釣具批發
B56E	登山鞋批發
B56E	登山用品批發
B7C8	溜冰鞋批發
B942	運動器材批發
C553	露營用品批發
C5E9	體育用品批發
AAB1	玩具批發
AE54	娛樂用品批發
B4D1	棋類用品批發
B943	遊樂器（遊戲軟體內建）批發
BC76	影音光碟批發
BCD6	樂譜批發
BCD6	樂器批發
BFFD	錄影帶批發
BFFD	錄音帶批發
A4EC	木材批發
A4EC	木門窗批發
A658	合板批發
A6CB	竹材批發
A7FC	杉皮批發
A4F4	水泥批發
A4F4	水泥製品批發
A5DB	石灰批發
A5DB	石灰製品批發
ACE2	砂石批發
B256	混凝土批發
BF6A	磚瓦批發
B64B	貼面石材批發
BACF	磁磚批發
BDC3	衛浴設備批發
B6EE	塗料批發
BAA3	漆料及光油批發
AAF7	金屬建材批發
AAF7	金屬手工具批發
ABD8	建材五金批發
B366	貨櫃屋批發
C1B3	螺絲批發
A5AD	平板玻璃批發
AABF	矽酸鈣板批發
B6EC	塑膠建材製品批發
BEF3	橡膠建材製品批發
C5D6	纖維板批發
A448	人造纖維批發
A475	工業鹽類批發
A5DB	石油化工原料批發
A658	合成樹脂批發
AACE	肥料批發
AB44	非食用動植物油脂批發
ACD6	盆栽土壤批發
B0F2	基肥批發
B0F2	基本化學材料批發
B6EC	塑膠材料批發
B7D1	煤焦油批發
BEF3	橡膠材料批發
A475	工業添加劑批發
A475	工業用塑膠膜批發
A475	工業用化學製品批發
A4C6	化學溶劑批發
AA6F	油墨批發
AC56	染料批發
ACC9	界面活性劑批發
ADB9	食用顏料批發
B14D	專業爆竹煙火批發
B5DB	著色劑批發
B941	農藥批發
B941	農用化學製品批發
C343	顏料批發
A854	汽油批發
AEE3	柴油批發
AFE8	航空燃油批發
B247	液化石油氣批發
B7D1	煤油批發
BCED	潤滑油批發
BF55	燃料油批發
A4EC	木炭批發
AED6	核能燃料批發
B54A	焦煤批發
B7D1	煤批發
B7D1	煤球批發
C17E	薪柴批發
C377	瀝青批發
A64C	印表機用碳粉匣批發
B971	電腦批發
B971	電腦套裝軟體批發
B971	電腦週邊設備批發
B971	電子遊樂器套裝軟體批發
B971	電子遊樂器（可更換遊戲軟體）批發
A562	半導體裝置批發
A64C	印刷電路板批發
AAC5	空白磁片批發
AAC5	空白錄影帶批發
AAC5	空白光碟片批發
AAC5	空白錄音帶批發
AF75	真空管批發
B371	通訊設備批發
B6C7	傳播設備批發
B74C	微晶片批發
B971	電話批發
B971	電子開關批發
B971	電子設備批發
B971	電子器材批發
B971	電腦零組件批發
BF6E	積體電路批發
A4C6	化工機械批發
A4EC	木材加工用機械批發
AAF7	金屬加工用機械批發
ABD8	建築及礦業機械批發
ADB9	食品飲料機械批發
ADEC	原動機批發
AFBC	紡織及成衣機械批發
B379	造紙印刷機械批發
B6EC	塑膠橡膠機械批發
B941	農業及園藝機械批發
BB73	製冰機械批發
BFE9	輸送機械批發
A5B4	打字機批發
A5B4	打卡機批發
A6AC	收銀機批發
AD70	計算機批發
B848	碎紙機批發
BC76	影印機批發
BC76	影印機用碳粉匣批發
BCC6	數鈔機批發
BFEC	辦公室家具批發
A4D3	太陽能熱水器（系統）批發
